Name,App.,Minutes,Shots,Shots on Target,Shots in Box,Shots Outside Box,Headed Attempts,Big Chance,Big Chance Created,Goals,Goals inside Box,Goals outside Box,Headed Goal,Goal Involvement,Key Pass,Big Chance Created.1,Assists,Crosses (Tot.),Crosses (Succ.),Crosses Succ. %,Exp. Goals (xG),Non Penalty xG (NPxG),Exp. Assists (xA),Exp. Att. Points (xATT),Exp. Points (xPts),Exp. Involvement (xGI),Cost (£M),Points,Bonus Points,Baseline BPS,BPS,Threat,Creativity,Influence,Total Passes,Accurate Passes,Pass Completion (%),Opp. Half Passes,Opp. Half Accurate,Opp. Half Pass %,Final 3rd Passes,Final 3rd Accurate,Final 3rd Pass %,Throughballs (Tot.),Throughballs (Succ.),Touches (All),Touches (Box),Entries (Box),Fouls Won (Final 3rd),Penalty Box Entries,Fouls Won (Box),Fouls Made,Corners Taken,Set Piece Into Box,Freekicks (Indirect),Freekicks Taken,Freekicks (Accurate),Freekicks (Direct),Freekick Scored,Penalties Taken,Penalties Scored,Penalties Missed,Clean Sheets,Goals Conceded,Exp. Clean Sheets,Expected Goals Conceded,Shots Conceded,Shots In Box Conceded,Shots on Target Conceded,Headed Shots Conceded,Shots Conc. Set Pieces,Big Chances Conceded,Tackles (Tot.),Tackles (Won),Tackles Won (%),Recoveries,Clearances,Blocks,Interceptions,CBI,Shots Conc. Set Pieces.1,Wins,Saves,Yellow Cards,Second Yellows,Red Cards,Offsides,Errors (lead to Goal),Errors (lead to Shot),Own Goals,Names,Position,Team
Højbjerg (M)TOT,3,90,1.67,0.33,1.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,12,0.67,0.0,0.33,1.67,1.0,60,0.07,0.07,0.05,0.5,3.2,5,5.5,3.0,0.0,11.33,14.33,13.33,15.83,16.07,70.0,60.67,87,43.67,35.0,80,23.67,18.67,79,0.33,0.33,85.33,2.0,6.0,0.0,3.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,,1.69,10.33,7.0,5.0,2.0,1.0,2.67,0.67,0.0,0,8.0,1.0,0.0,1.33,2.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Højbjerg ,M,TOT
S.Armstrong (M)SOU,3,69,0.67,0.33,0.67,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0,0.33,0.0,0.0,1.67,0.33,20,0.06,0.06,0.16,0.78,3.12,13,4.7,1.67,0.0,7.67,7.67,9.67,7.93,4.8,33.0,25.33,77,25.0,17.33,69,15.67,11.67,74,0.0,0.0,44.33,2.0,4.33,0.33,3.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,,1.84,11.33,7.33,4.67,3.33,0.33,3.33,0.33,0.33,100,4.0,0.67,0.0,0.33,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S.Armstrong ,M,SOU
Elyounoussi (M)SOU,3,84,2.0,0.33,1.67,0.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0,1.33,0.67,0.0,3.0,1.0,33,0.29,0.29,0.1,1.75,4.12,23,5.2,1.67,0.0,5.0,5.0,27.0,21.17,11.33,27.0,21.0,78,22.67,15.67,69,13.0,8.67,67,0.33,0.0,45.0,4.33,4.0,0.0,1.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,,1.84,11.33,7.33,4.67,3.33,0.33,3.33,2.33,1.0,43,5.67,1.0,0.0,1.0,2.0,0.33,0.0,0.0,0.33,0.0,0.0,0.67,0.0,0.0,0.0,Elyounoussi ,M,SOU
Eriksen (M)MUN,3,86,0.67,0.33,0.67,0.0,0.0,0.67,0.67,0.33,0.33,0.0,0.0,75,2.0,0.67,0.67,5.0,1.0,20,0.26,0.26,0.34,2.31,5.19,29,6.3,7.67,1.67,17.33,29.33,12.33,31.67,32.53,64.33,54.0,84,47.33,35.67,75,26.0,20.0,77,0.67,0.67,76.67,0.67,10.67,0.0,7.67,0.0,0.67,4.0,3.33,0.67,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.33,1.33,,1.38,11.0,5.67,5.33,1.33,0.33,1.33,1.0,1.0,100,8.0,1.0,0.0,0.67,1.67,0.33,0.67,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,Eriksen ,M,MUN
Lucas Moura (M)TOT,3 (3),16,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33,0.0,0.0,1.67,0.33,20,0.02,0.02,0.03,0.17,1.72,2,5.8,1.0,0.0,4.0,4.0,8.0,5.67,3.73,8.0,6.0,75,8.33,5.0,60,5.0,3.33,67,0.0,0.0,13.67,1.33,0.33,0.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,,1.69,10.33,7.0,5.0,2.0,1.0,2.67,0.67,0.67,100,0.33,0.0,0.0,0.33,0.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lucas Moura ,M,TOT
Rice (M)WHU,3,90,2.0,0.33,0.33,1.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.67,0.0,0,0.06,0.06,0.05,0.43,3.13,12,4.8,2.0,0.0,11.67,11.67,7.33,14.17,16.07,68.0,60.67,89,36.33,28.67,79,20.0,15.0,75,0.0,0.0,82.67,0.33,9.67,0.0,3.33,0.0,0.33,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,1.62,13.33,7.67,5.0,1.33,0.33,2.0,1.67,0.67,40,7.67,0.67,1.0,1.33,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rice ,M,WHU
Neves (M)WOL,3,90,2.67,0.67,0.67,2.0,0.0,0.33,0.0,0.67,0.33,0.33,0.0,67,1.67,0.33,0.0,0.67,0.0,0,0.32,0.06,0.1,1.89,4.32,42,5.5,6.0,1.0,10.0,22.0,19.33,19.1,36.2,45.0,36.67,81,24.0,18.67,78,11.67,8.33,71,0.0,0.0,58.67,1.33,5.33,0.0,1.67,0.0,0.67,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.33,0.33,0.0,0.0,2.0,,1.59,15.0,10.33,5.0,4.0,1.0,2.0,2.0,1.0,50,5.67,3.0,0.33,1.0,4.33,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Neves ,M,WOL
Gibbs-White (M)NFO,3,77,3.0,1.33,2.0,1.0,0.33,0.67,0.33,0.67,0.33,0.33,0.0,100,2.33,0.67,0.33,4.33,1.33,31,0.44,0.44,0.29,3.06,5.24,69,5.5,8.0,2.0,8.0,23.0,39.33,33.67,28.6,23.0,16.0,70,22.67,14.67,65,13.0,8.67,67,0.67,0.67,40.0,3.33,4.67,0.0,6.33,0.0,0.67,1.67,3.67,2.0,2.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,1.67,,1.84,12.67,10.0,4.0,2.33,0.67,2.67,0.67,0.33,49,4.33,0.33,0.0,0.0,0.33,0.67,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Gibbs-White ,M,NFO
Moutinho (M)WOL,3 (1),69,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.67,0.0,0.0,0.67,0.0,0,0.01,0.01,0.03,0.11,2.41,4,4.7,1.67,0.0,8.33,8.33,2.67,8.77,6.07,27.0,22.0,81,15.67,11.67,74,8.0,6.0,75,0.0,0.0,34.0,0.0,3.0,0.0,2.67,0.0,0.67,0.33,0.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,1.59,15.0,10.33,5.0,4.0,1.0,2.0,1.0,0.0,0,3.67,0.33,0.0,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,Moutinho ,M,WOL
Adama (M)WOL,3 (1),65,0.67,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,3.0,0.0,0,0.06,0.06,0.06,0.48,2.68,12,5.5,1.67,0.0,2.0,2.0,10.0,11.63,6.53,14.33,11.0,77,14.33,9.0,63,6.33,4.33,68,0.0,0.0,30.67,2.33,1.0,0.67,2.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,,1.59,15.0,10.33,5.0,4.0,1.0,2.0,1.0,0.0,0,2.33,0.33,0.33,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adama ,M,WOL
Dendoncker (M)AVL,3 (1),55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.33,0.0,0,0.0,0.0,0.0,0.0,2.33,0,4.7,1.67,0.0,7.0,7.0,0.0,1.13,9.4,17.0,14.67,86,6.0,4.33,72,2.0,1.33,67,0.0,0.0,25.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,1.79,11.67,8.0,4.0,3.0,0.33,3.0,2.33,0.67,29,3.33,0.67,0.67,1.0,2.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dendoncker ,M,AVL
Elliott (M)LIV,3,67,1.0,0.33,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,17,0.33,0.0,0.33,1.33,0.0,0,0.05,0.05,0.15,0.73,3.35,8,5,2.67,0.0,9.0,12.0,6.67,8.2,10.73,43.33,34.67,80,26.0,18.33,71,10.67,6.0,56,0.67,0.67,55.67,0.67,4.0,0.0,4.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.86,12.33,9.33,5.33,3.67,1.33,3.0,0.67,0.33,49,5.33,0.67,0.33,0.33,1.33,1.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elliott ,M,LIV
McGinn (M)AVL,3 (2),43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.33,0.33,0.0,0,0.0,0.0,0.0,0.02,1.59,1,5.1,2.0,0.0,1.0,4.0,1.33,0.63,3.6,13.67,10.33,76,7.0,5.0,71,3.0,2.0,67,0.0,0.0,26.0,0.33,2.0,0.67,0.33,0.33,1.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,,1.79,11.67,8.0,4.0,3.0,0.33,3.0,1.33,0.67,50,3.67,0.33,0.0,0.33,0.67,0.33,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,McGinn ,M,AVL
Buendía (M)AVL,3,71,1.67,0.0,1.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33,0.0,0.0,0.67,0.0,0,0.05,0.05,0.06,0.42,3.1,15,5.7,2.0,0.0,6.33,6.33,22.67,6.93,4.8,28.0,22.0,79,16.67,11.67,70,9.0,7.0,78,0.33,0.33,43.33,2.67,4.33,0.0,1.33,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,1.79,11.67,8.0,4.0,3.0,0.33,3.0,1.67,0.67,40,5.0,0.67,0.0,1.33,2.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Buendía ,M,AVL
Fornals (M)WHU,3 (3),9,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.67,0.0,0,0.0,0.0,0.16,0.48,2.02,18,5,1.0,0.0,4.67,4.67,0.67,10.43,2.4,8.67,6.0,69,6.67,3.0,45,3.33,1.67,50,0.0,0.0,11.33,0.33,1.33,0.0,2.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,,1.62,13.33,7.67,5.0,1.33,0.33,2.0,0.0,0.0,0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fornals ,M,WHU
Trossard (M)BHA,3,86,2.67,1.67,2.33,0.33,0.0,0.67,0.33,0.33,0.33,0.0,0.0,25,1.33,0.67,0.33,1.0,0.33,33,0.51,0.51,0.28,3.35,6.12,42,7.1,4.67,0.0,6.0,15.0,50.67,18.4,23.07,31.33,23.67,76,23.0,15.33,67,16.67,10.67,64,0.0,0.0,47.67,8.0,5.33,0.67,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,,1.45,10.33,6.67,4.67,1.33,0.33,1.33,0.67,0.33,49,4.0,0.0,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,Trossard ,M,BHA
Pulisic (M)CHE,3 (2),45,0.67,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.67,0.0,0.0,0.67,0.0,0,0.02,0.02,0.04,0.2,2.09,8,5.7,1.33,0.0,4.0,4.0,8.0,8.1,3.73,12.33,10.33,84,8.67,7.0,81,4.67,4.0,86,0.0,0.0,23.0,2.33,0.33,0.0,1.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,,1.73,14.33,11.0,4.67,2.67,0.67,2.67,1.0,0.67,67,1.0,0.33,0.0,0.33,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pulisic ,M,CHE
Rodri (M)MCI,3,90,2.33,0.67,1.33,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.67,0.33,49,0.13,0.13,0.08,0.87,3.75,12,5.6,2.33,0.0,17.33,17.33,21.0,18.73,19.13,97.0,88.33,91,62.33,56.33,90,31.33,27.67,88,0.0,0.0,110.0,2.0,12.33,0.0,3.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,,1.75,8.0,6.33,5.0,1.33,1.0,2.67,2.33,1.67,72,10.33,0.67,0.33,1.67,2.67,1.0,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,Rodri ,M,MCI
Douglas Luiz (M)AVL,3,87,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.67,0.0,0.33,1.67,0.0,0,0.01,0.01,0.03,0.11,2.88,5,4.8,3.33,0.33,12.0,15.0,2.67,8.8,13.6,37.67,33.33,88,17.33,12.67,73,6.33,5.0,79,0.0,0.0,53.0,0.0,3.0,0.0,2.0,0.0,1.33,1.67,1.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.79,11.67,8.0,4.0,3.0,0.33,3.0,3.33,2.33,70,4.33,0.0,0.0,1.67,1.67,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,Douglas Luiz ,M,AVL
Mount (M)CHE,3,80,1.33,0.67,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.67,0.0,0.0,3.33,1.0,30,0.11,0.11,0.05,0.73,3.35,22,7.5,2.0,0.0,7.0,7.0,14.33,12.57,6.07,30.0,23.67,79,21.0,14.33,68,12.67,8.67,68,0.0,0.0,46.0,2.0,6.67,0.67,4.0,0.0,2.0,2.33,2.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1.73,14.33,11.0,4.67,2.67,0.67,2.67,1.0,0.67,67,2.33,0.67,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount ,M,CHE
Martinelli (M)ARS,3,80,1.67,1.0,1.33,0.33,0.33,0.0,0.33,0.33,0.33,0.0,0.33,25,0.67,0.0,0.33,3.0,0.0,0,0.17,0.17,0.2,1.48,4.38,18,6.8,5.67,0.0,6.67,15.67,24.33,10.2,17.33,23.0,20.0,87,19.33,14.0,72,12.0,10.0,83,0.33,0.0,42.33,4.0,1.33,0.0,4.33,0.0,0.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.38,7.0,4.0,1.67,0.67,0.0,0.0,0.33,0.33,100,3.0,0.33,0.33,1.0,1.67,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,Martinelli ,M,ARS
Wilson (M)FUL,3 (1),52,1.0,0.33,0.67,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,50,0.33,0.0,0.33,1.67,0.0,0,0.05,0.05,0.02,0.35,2.27,5,5.7,2.33,0.0,3.0,6.0,6.33,5.43,1.93,17.0,13.0,76,12.0,8.33,69,7.33,6.0,82,0.0,0.0,25.33,1.33,1.33,0.33,3.0,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,,2.49,13.0,10.33,6.0,2.67,1.0,4.33,0.67,0.33,49,2.33,0.0,0.0,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,Wilson ,M,FUL
Gordon (M)EVE,3 (2),40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.67,0.0,0.0,1.33,0.67,50,0.03,0.03,0.06,0.33,2.26,8,5.3,1.67,0.0,5.67,5.67,15.33,10.2,4.73,11.0,7.33,67,8.33,4.67,56,4.0,2.0,50,0.0,0.0,18.67,2.0,1.0,0.0,1.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,,2.18,20.67,14.67,7.67,4.0,0.67,2.33,1.0,0.33,33,2.67,0.67,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gordon ,M,EVE
Soucek (M)WHU,3,76,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.67,0.33,49,0.01,0.01,0.01,0.1,2.36,3,5.2,1.67,0.0,7.0,7.0,5.67,2.3,11.13,30.0,22.67,76,15.67,10.0,64,6.33,3.67,58,0.0,0.0,42.0,1.33,3.33,0.0,1.33,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.62,13.33,7.67,5.0,1.33,0.33,2.0,2.33,1.33,57,4.0,1.33,0.67,2.33,4.33,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,Soucek ,M,WHU
